,FalseSent,Option,label
16000,Two president exchanged their opinion in the brothel,Brothels are about having fun,0
16001,Two president exchanged their opinion in the brothel,Brothels are not formal meeting places,1
16002,Two president exchanged their opinion in the brothel,Brothels are illegal in some countries,0
16004,I got in the supermarket from its glass curtain wall,Human cannot go through the glass curtain wall,1
16005,I got in the supermarket from its glass curtain wall,The glass curtain wall looks good from outside,0
16006,I got in the supermarket from its glass curtain wall,The glass curtain wall can produce light pollution to the city,0
16008,"There is no speed limitation on Germany highway, thus the driver can drive as far as they can",Speed limitation is for constraining the vehicles' speed,1
16009,"There is no speed limitation on Germany highway, thus the driver can drive as far as they can",Speed limitation is indicated by marked icon,0
16010,"There is no speed limitation on Germany highway, thus the driver can drive as far as they can",Exceeding the speed limitation will cause penalty,0
16012,You should turn to the politician if you have problem with your teeth,Politicians tell lots of lies,0
16013,You should turn to the politician if you have problem with your teeth,Politicians are usually evil,0
16014,You should turn to the politician if you have problem with your teeth,Politicians cannot cure diseases,1
16016,It's hard to recognize what's in there in an objective painting,Objective paintings are about specific things,1
16017,It's hard to recognize what's in there in an objective painting,Objective paintings are popular during the ancient times,0
16018,It's hard to recognize what's in there in an objective painting,Objective paintings are expensive during the auctions,0
16020,The ship harvested lots of fishes from the mountains,There is not lots of fishes in the mountains,1
16021,The ship harvested lots of fishes from the mountains,There is lots of trees in the mountains,0
16022,The ship harvested lots of fishes from the mountains,There is lots of mist in the mountains sometimes,0
16024,A drifting bottle can travel against the ocean current,There is letters in the drifting bottle,0
16025,A drifting bottle can travel against the ocean current,There is air in the drifting bottle,0
16026,A drifting bottle can travel against the ocean current,There is no power in the drifting bottle,1
16028,The employees feel sleepy because the lighting is too bright,Bright light may hurt people's eyes,0
16029,The employees feel sleepy because the lighting is too bright,Bright light can make people see things clearly,0
16030,The employees feel sleepy because the lighting is too bright,Bright light keeps people awake,1
16032,Having a sunbath at night will make people feel released,There is no sunlight during the night,1
16033,Having a sunbath at night will make people feel released,The sun still exist durning the night,0
16034,Having a sunbath at night will make people feel released,Sunbath makes people feel relaxed,0
16036,The driver stored all the luggage in the tyre of the car,Tyre is an essential component for a car,0
16037,The driver stored all the luggage in the tyre of the car,Cars have to replace their tyre regularly,0
16038,The driver stored all the luggage in the tyre of the car,Tyre is not made for containing luggage of the passengers,1
16040,He sent a credit card as a souvenir to his girl friend,Credit cards are plastic,0
16041,He sent a credit card as a souvenir to his girl friend,Losing credit cards is not a good thing,0
16042,He sent a credit card as a souvenir to his girl friend,Credit cards are not memorial,1
16044,They built a cinema for all the dead heroes during the warfare,Cinemas cannot act as a entity to remember dead people,1
16045,They built a cinema for all the dead heroes during the warfare,Cinemas will play lots of movies about warfare,0
16046,They built a cinema for all the dead heroes during the warfare,Cinemas will suffer from deficit if there is a war,0
16048,"He is poor at written English, thus he is afraid to talk to others",One have to be good at written English if they want to write papers,0
16049,"He is poor at written English, thus he is afraid to talk to others",Writing more can improve one's written English,0
16050,"He is poor at written English, thus he is afraid to talk to others",One don't need to write when they are talking to others,1
16052,Living people cannot die,People will die soon or later,1
16053,Living people cannot die,People don't want to die,0
16054,Living people cannot die,People may survive from accident,0
16056,Refugees brought so many wealth,Refugees are poor,1
16057,Refugees brought so many wealth,Refugees may cross the border illegally,0
16058,Refugees brought so many wealth,Refugees have become a big problem for Europe,0
16060,"It's a town far from the city, I can see the moon shining in the sky",The moon is the closest star to earth,0
16061,"It's a town far from the city, I can see the moon shining in the sky",There is a lot of fairy tales about the moon,0
16062,"It's a town far from the city, I can see the moon shining in the sky",The moon won't shine in the sky,1
16064,They have some whales in their fish tank,Whales are too big for the fish tank,1
16065,They have some whales in their fish tank,Whales are mammals,0
16066,They have some whales in their fish tank,Whales can hold their breath for hours,0
16068,He subscribed to that channel since he disliked their videos,People will get the data feed after their subscription,0
16069,He subscribed to that channel since he disliked their videos,People can unsubscribe the channel if they no longer like it,0
